name,tvId,userId,rating
Suburra: Blood on Rome,73671,1595,5.0
Resident Evil,108296,1595,3.0
Resident Evil,108296,1576,1.0
Life,3797,1243,8.0
Voltron: Legendary Defender,66558,1576,10.0
The Terminal List,120911,1595,4.0
The Terminal List,120911,1456,7.0
Manhunt,72597,840,6.0
Manhunt,72597,1576,5.0
Falling Skies,34967,842,5.0
Wynonna Earp,65988,1542,9.0
Green Acres,609,847,10.0
Green Acres,609,1576,10.0
Green Acres,609,1352,8.0
Happy Tree Friends,1126,850,5.0
The Alfred Hitchcock Hour,21728,1576,10.0
Nadia: The Secret of Blue Water,24710,1290,7.0
Fleabag,67070,1559,1.0
Fleabag,67070,855,9.0
Outer Banks,100757,1542,8.0
Fantasy Island,39775,1576,10.0
The Alienist,71769,860,6.0
The Alienist,71769,861,9.0
Batwoman,89247,1542,7.0
Monty Python's Flying Circus,849,1352,8.0
Continuum,43020,865,10.0
Continuum,43020,866,6.0
Fate: The Winx Saga,97175,1542,8.0
Our Flag Means Death,109939,904,10.0
Our Flag Means Death,109939,1595,2.0
The Ranch,65493,1542,9.0
My Love Story With Yamada-kun at Lv999,208067,1312,6.0
Infinity Train,91425,1290,8.0
The Outer Limits,21561,1576,10.0
1923,157744,1077,6.0
Family Reunion,87093,1542,9.0
Pride and Prejudice,1457,1594,8.0
Pride and Prejudice,1457,1145,10.0
Guillermo del Toro's Cabinet of Curiosities,83659,1436,8.0
Strawberries with Sugar,308,1145,2.0
The Walking Dead: World Beyond,94305,1228,1.0
The Walking Dead: World Beyond,94305,1569,2.0
The Ark,47663,1595,4.0
The Twilight Zone,16399,1576,4.0
FUBAR,221300,1077,4.0
FUBAR,221300,1595,4.0
Absentia,72755,1260,4.0
Maid,111141,1455,9.0
Maid,111141,1455,9.0
The Girlfriend Experience,64387,1286,4.0
Tales from the Crypt,2391,892,10.0
Tales from the Crypt,2391,893,8.0
Tales from the Crypt,2391,1576,10.0
The King: Eternal Monarch,93846,1500,9.0
Masters of Horror,3470,1576,10.0
Dirty John,83251,1436,9.0
Nick Cannon Presents: Wild 'N Out,2299,1576,1.0
The Mick,66551,1522,7.0
Vincenzo,117376,900,10.0
When They See Us,81355,1594,9.0
She-Ra and the Princesses of Power,79732,1576,1.0
The Witcher: Blood Origin,106541,1595,3.0
The Witcher: Blood Origin,106541,904,1.0
Invader ZIM,3793,1290,7.0
Paradise PD,81983,1576,1.0
DOTA: Dragon's Blood,118956,907,8.0
Ranking of Kings,112613,1286,6.0
Extraordinary Attorney Woo,197067,910,10.0
Extraordinary Attorney Woo,197067,1455,9.0
The Righteous Gemstones,82782,1542,7.0
The Righteous Gemstones,82782,1542,7.0
The Devil's Plan,214582,1436,10.0
Leave It to Beaver,5133,1576,10.0
The Legend of Vox Machina,135934,1312,4.0
WKRP in Cincinnati,971,1576,10.0
Unsolved Mysteries,126,1576,10.0
Scream: The TV Series,62823,920,8.0
Scream: The TV Series,62823,1576,1.0
Watchmen,79788,922,9.0
Watchmen,79788,923,10.0
Watchmen,79788,1541,9.0
Sledge Hammer!,520,1576,10.0
Kaiji,42951,926,8.0
Unforgotten,62505,1594,10.0
Tour of Duty,11095,928,7.0
1899,90669,1595,4.0
1899,90669,1077,8.0
1899,90669,1136,4.0
1899,90669,1259,7.0
1899,90669,1456,8.0
Little Einsteins,3090,937,10.0
The Outsider,84661,938,5.0
The Outsider,84661,1541,7.0
The Angel Next Door Spoils Me Rotten,154743,1155,10.0
The Angel Next Door Spoils Me Rotten,154743,1155,10.0
Kolchak: The Night Stalker,5084,1068,7.0
Kolchak: The Night Stalker,5084,1352,1.0
Motherland: Fort Salem,91977,944,10.0
Motherland: Fort Salem,91977,945,8.0
Motherland: Fort Salem,91977,1542,7.0
Hunters,79622,1576,1.0
Dopesick,110695,1464,9.0
Marvel's Luke Cage,62126,949,9.0
Marvel's Luke Cage,62126,950,10.0
Marvel's Luke Cage,62126,1542,9.0
Black Bird,155537,952,7.0
The Kelly Clarkson Show,82873,953,9.0
Primal,89456,954,9.0
Anne Rice's Mayfair Witches,207863,1576,2.0
The Crimson Rivers,82149,1595,9.0
Single's Inferno,139798,1436,10.0
Dead to Me,81357,1586,8.0
Simon & Simon,2102,1576,10.0
Russian Doll,84977,1594,9.0
North and South,3266,966,1.0
Young Royals,125910,967,9.0
Masters of the Universe: Revelation,96658,1542,7.0
Masters of the Universe: Revelation,96658,1576,1.0
The Mighty Ones,112063,970,8.0
Mare of Easttown,115004,1594,8.0
The Terror,75191,1594,7.0
The OA,69061,979,8.0
The OA,69061,1436,10.0
The OA,69061,1436,10.0
The OA,69061,1259,8.0
Roman Empire,68708,1576,1.0
The Terror,75191,1594,7.0
The OA,69061,979,8.0
The OA,69061,1436,10.0
The OA,69061,1436,10.0
The OA,69061,1259,8.0
Roman Empire,68708,1576,1.0
The Worst of Evil,210704,1595,8.0
A Korean Odyssey,75123,1467,8.0
Gate,63663,1524,4.0
Hotel Del Luna,90447,1500,10.0
18 Again,99654,1467,10.0
The Lost Flowers of Alice Hart,125816,1529,10.0
Fire Country,202297,1576,10.0
The World's Finest Assassin Gets Reincarnated in Another World as an Aristocrat,118821,1154,4.0
Dong Yi,38852,993,1.0
Dong Yi,38852,1588,4.0
Dong Yi,38852,1533,10.0
Chemistry,41875,1542,9.0
SurrealEstate,106148,1595,6.0
Resident Alien,96580,1077,7.0
Locke & Key,86423,999,5.0
Broadchurch,1427,1559,1.0
The Outpost,79340,1559,6.0
8 Out of 10 Cats Does Countdown,62974,1002,8.0
Revenge of Others,208336,1595,8.0
Hercules: The Legendary Journeys,4615,1576,10.0
The Exorcist,67135,1436,6.0
Wonder Egg Priority,111255,1154,4.0
Just Shoot Me!,4576,1008,10.0
Freaks and Geeks,2382,1008,9.0
Halt and Catch Fire,59659,1009,8.0
Halt and Catch Fire,59659,1020,10.0
The Devil Is a Part-Timer!,45997,1524,10.0
Song of the Bandits,136368,1595,4.0
The Twilight Zone,83135,1013,6.0
The Twilight Zone,83135,1576,1.0
Greenhouse Academy,73602,1542,8.0
The Last Man on Earth,61888,1286,4.0
Final Space,74387,1395,9.0
Homecoming,80335,1586,8.0
Star Trek,1992,1576,8.0
Twenty Five Twenty One,129888,1020,10.0
America's Most Wanted,1802,1576,10.0
Inventing Anna,95665,1464,5.0
The Old Man,111800,1024,1.0
The Old Man,111800,1595,5.0
The Old Man,111800,1026,1.0
Beelzebub,38603,1524,9.0
Tower of God,97860,1524,1.0
Tower of God,97860,1524,1.0
Big Little Lies,66292,1405,9.0
The Nevers,80828,1542,8.0
Hart of Dixie,39279,1243,6.0
Bloodline,61986,1475,9.0
The Hitchhiker,10370,1576,10.0
LazyTown,1894,1035,10.0
Willow,111837,1576,1.0
Wizards: Tales of Arcadia,105797,1542,6.0
"Nevertheless,",126035,1455,7.0
"Nevertheless,",126035,1588,2.0
Bering Sea Gold,58704,1044,9.0
Bering Sea Gold,58704,1044,9.0
Wandering Witch: The Journey of Elaina,94693,1524,7.0
To the Lake,95202,1595,10.0
Agatha Raisin,66671,1594,5.0
The Order,82104,1542,7.0
GLOW,70573,1365,9.0
Frasier,195241,1595,9.0
Rabbit Hole,156819,1595,4.0
2gether: The Series,99631,1055,10.0
F is for Family,63522,1576,10.0
2gether: The Series,99631,1055,10.0
F is for Family,63522,1576,10.0
Raising Dion,93392,1287,7.0
Dark Matter,62425,1542,8.0
Marcella,66023,1475,7.0
Barbarians,93785,1436,10.0
11.22.63,64464,1576,10.0
Helix,58811,1436,4.0
Ghosts,126027,1576,4.0
"Roswell, New Mexico",82001,1246,10.0
"Roswell, New Mexico",82001,1542,8.0
The Dark Crystal: Age of Resistance,71809,1542,9.0
HAPPY!,72339,1576,10.0
Ultraman,80795,1071,8.0
Zombieverse,217945,1506,1.0
Seirei Gensouki: Spirit Chronicles,113808,1073,2.0
Marvel's Cloak & Dagger,66190,1542,9.0
Something in the Rain,78385,1075,10.0
Class of '09,127948,1077,5.0
From the Earth to the Moon,3556,1078,9.0
Knights of Sidonia,60831,1524,7.0
Dollhouse,14956,1080,8.0
After Life,79410,1081,10.0
Gilmore Girls: A Year in the Life,68799,1594,7.0
The Good Bad Mother,214999,1083,9.0
Midnight Mass,97400,1084,6.0
Alphas,39362,1576,1.0
Island,211747,1086,10.0
Island,211747,1595,4.0
Seaside Hotel,62474,1594,9.0
So I Married an Anti-Fan,122978,1131,6.0
So I Married an Anti-Fan,122978,1588,2.0
Interview with the Vampire,128098,1595,4.0
Interview with the Vampire,128098,1576,1.0
Claymore,34791,1524,8.0
Power Rangers,2328,1542,9.0
Power Rangers,2328,1095,6.0
The Stranger,96608,1586,4.0
Black Knight,137040,1595,4.0
Black Knight,137040,1099,9.0
Black Knight,137040,1436,7.0
Blood of Zeus,111111,1542,9.0
In the Heat of the Night,862,1576,8.0
In the Heat of the Night,862,1576,8.0
She-Ra: Princess of Power,14755,1576,10.0
Jupiter's Legacy,93484,1542,9.0
The Stand,86382,1576,1.0
Marvel's The Defenders,62285,1542,9.0
Marvel's The Defenders,62285,1576,10.0
Sanford and Son,2586,1352,9.0
Gleipnir,96203,1154,4.0
Mrs. Fazilet and Her Daughters,76560,1153,10.0
The Care Bears,2264,1576,10.0
Charlotte,63145,1524,10.0
Stuart Little: The Animated Series,10840,1253,7.0
Keep Your Hands Off Eizouken!,92579,1524,8.0
V Wars,81559,1436,8.0
V Wars,81559,1436,8.0
One Day at a Time,69017,1120,9.0
One Day at a Time,69017,1542,8.0
One Day at a Time,69017,1122,10.0
Home Before Dark,98161,1123,9.0
Call My Agent!,64165,1250,6.0
The Last Dance,79525,1126,9.0
Jake and the Fatman,4521,1576,10.0
As Time Goes By,88,1594,9.0
Busted!,78798,1131,8.0
As Time Goes By,88,1594,9.0
Busted!,78798,1131,8.0
My Hero Academia,65930,1133,10.0
My Hero Academia,65930,1524,8.0
The Diplomat,203857,1136,7.0
The Diplomat,203857,1594,9.0
Dracula,86850,1542,4.0
Dracula,86850,1541,8.0
Dear White People,70767,1140,1.0
The Stand,9045,1576,10.0
Better Things,66859,1143,8.0
Human Target,18653,1243,8.0
The White Queen,57092,1145,8.0
First Kill,111616,1149,10.0
First Kill,111616,1149,10.0
First Kill,111616,1149,10.0
Patrick Melrose,72787,1541,7.0
Scarlet Heart: Ryeo,66433,1500,8.0
Maken-Ki! Battling Venus,60732,1312,8.0
Wounded Love,69459,1153,10.0
Sonny Boy,124396,1154,4.0
Kyo Kara Maoh!,43232,1155,3.0
While You Were Sleeping,70649,1500,9.0
Gentleman Jack,86163,1594,7.0
Another Life,79130,1436,8.0
The Night Manager,61859,1405,8.0
Station Eleven,90972,1228,1.0
Station Eleven,90972,1162,10.0
Station Eleven,90972,1163,10.0
The Super Mario Bros. Super Show!,14613,1164,7.0
The A List,85427,1575,8.0
The A List,85427,1575,8.0
Sanctuary,210269,1574,8.0
The Inbetweeners,7317,1168,8.0
The Winchesters,128113,1595,3.0
The Winchesters,128113,1595,3.0
Duncanville,93292,1576,1.0
Wayne,84231,1173,10.0
Wayne,84231,1173,10.0
Instinct,72745,1594,8.0
City on a Hill,79618,1176,7.0
City on a Hill,79618,1176,7.0
StartUp,66310,1357,4.0
Life on Mars,2973,1540,9.0
Derry Girls,76148,1594,10.0
Derry Girls,76148,1569,8.0
Derry Girls,76148,1576,10.0
Rocco Schiavone,67639,1595,10.0
Life on Mars,2973,1540,9.0
Derry Girls,76148,1594,10.0
Derry Girls,76148,1569,8.0
Derry Girls,76148,1576,10.0
Rocco Schiavone,67639,1595,10.0
Kim's Convenience,68106,1542,8.0
Golden Boy,34105,1189,1.0
Samurai Champloo,1063,1524,10.0
Duty After School,158258,1506,2.0
Corner Gas,429,1594,8.0
The Night Of,66276,1217,5.0
Velma,126725,1576,1.0
Velma,126725,1199,5.0
Domina,106734,1595,5.0
Rose Red,19654,1576,10.0
Jellystone!,128071,1576,1.0
Not Dead Yet,203178,1576,10.0
Stargate Origins,72925,1576,1.0
Patriot,64396,1206,8.0
Devs,81349,1594,7.0
Devs,81349,1208,5.0
Liaison,128066,1595,4.0
Project Blue Book,79649,1210,5.0
DASH & LILY,111625,1542,7.0
DASH & LILY,111625,1212,8.0
Are You Afraid of the Dark?,93693,1575,2.0
Are You Afraid of the Dark?,93693,1575,2.0
Vagabond,92983,1500,8.0
Generation War,46849,1217,1.0
Little Britain,380,1218,10.0
The Man from U.N.C.L.E.,210,1576,10.0
Physical: 100,210905,1506,6.0
Better Than Us,84380,1436,9.0
Better Than Us,84380,1436,9.0
The First Responders,211261,1595,8.0
Deadly Class,75663,1224,10.0
Doctor Cha,214997,1226,10.0
Doctor Cha,214997,1226,10.0
3Below: Tales of Arcadia,84154,1542,8.0
Somewhere Between,70390,1228,3.0
Black Summer,88052,1575,10.0
The Interpreter of Silence,220374,1595,6.0
Queen Cleopatra,224387,1595,4.0
Queen Cleopatra,224387,1576,1.0
Queen Cleopatra,224387,1235,1.0
Birds of Prey,1469,1576,1.0
Who Killed Sara?,120168,1237,4.0
Vigil,126167,1594,9.0
The Casketeers,84181,1586,6.0
Wolf Pack,134865,1241,1.0
Alias Smith and Jones,3275,1243,8.0
Occupied,63867,1250,8.0
Imposters,69889,1246,10.0
Strangers from Hell,89959,1249,10.0
Giri/Haji,94659,1250,6.0
Giri/Haji,94659,1597,9.0
My Senpai Is Annoying,105511,1312,10.0
Alfred Hitchcock Presents,5273,1253,6.0
Alfred Hitchcock Presents,5273,1576,10.0
Kath & Kim,1772,1586,10.0
The Andromeda Strain,19997,1501,4.0
Undone,86340,1259,8.0
Between,62433,1260,2.0
Marvel's Iron Fist,62127,1261,1.0
Marvel's Iron Fist,62127,1262,6.0
Marvel's Iron Fist,62127,1264,2.0
Marvel's Iron Fist,62127,1542,8.0
AJ and the Queen,84896,1266,7.0
Our Beloved Summer,135897,1588,5.0
Quarry,66911,1270,8.0
High Seas,88239,1575,6.0
Quarry,66911,1270,8.0
High Seas,88239,1575,6.0
Mine,124426,1588,4.0
Black Bullet,60834,1524,6.0
The Next Step,62404,1274,7.0
The Odyssey,9687,1275,10.0
A Love So Beautiful,114395,1588,2.0
Offspring,33155,1277,6.0
Captain Fall,229153,1279,9.0
Captain Fall,229153,1279,9.0
Three-Body,204541,1595,4.0
Three-Body,204541,1281,10.0
Full Frontal with Samantha Bee,65592,1282,1.0
Annika,130273,1594,9.0
Annika,130273,1595,7.0
Ergo Proxy,1097,1524,7.0
Loudermilk,73200,1286,5.0
Black Spot,70613,1575,5.0
Hinamatsuri,76758,1524,9.0
Shaggy & Scooby-Doo Get a Clue!,593,1290,3.0
Heathcliff and the Catillac Cats,13781,1576,10.0
Snorks,4237,1576,10.0
Snorks,4237,1576,10.0
Battlestar Galactica,71365,1576,10.0
The Society,84647,1575,8.0
The Society,84647,1542,3.0
Back Streets,32836,1298,10.0
Wu Assassins,86752,1542,4.0
Wu Assassins,86752,1569,2.0
Clone High,2342,1301,7.0
The Patient,135868,1595,9.0
Mr. Mayor,113477,1558,1.0
Tin Star,70384,1305,8.0
Snowdrop,108291,1588,3.0
Nazar,81927,1307,10.0
Dungeons & Dragons,553,1542,8.0
The Other Two,85519,1309,10.0
Start-Up,99048,1500,9.0
Sanditon,92875,1594,7.0
Black Summoner,157842,1312,8.0
Farzar,202864,1569,2.0
Sense and Sensibility,13892,1594,9.0
Bambai Meri Jaan,202237,1319,7.0
Sense and Sensibility,13892,1594,9.0
Bambai Meri Jaan,202237,1319,7.0
Emperor Wang Gun,17039,1588,4.0
Brave New World,93289,1324,2.0
1000 Ways to Die,15826,1325,10.0
Eli Roth's History of Horror,83181,1327,8.0
Eli Roth's History of Horror,83181,1327,8.0
Inside Man,121710,1595,1.0
Capitani,95638,1569,2.0
Capitani,95638,1569,2.0
The Devil's Hour,157061,1331,8.0
Emergence,91962,1576,1.0
ID: INVADED,92602,1524,4.0
Riptide,4379,1576,10.0
Holiday Baking Championship,68598,1336,10.0
The Golden Palace,3068,1337,5.0
Police University,127356,1588,3.0
Lawless Lawyer,78796,1342,10.0
Country Comfort,119180,1542,9.0
The Baby-Sitters Club,100412,1542,7.0
Lawless Lawyer,78796,1342,10.0
Country Comfort,119180,1542,9.0
The Baby-Sitters Club,100412,1542,7.0
Almost Human,51019,1456,8.0
Almost Human,51019,1576,10.0
Requiem,76819,1541,5.0
Hinterland,60605,1594,7.0
Jane Eyre,13851,1351,10.0
Jane Eyre,13851,1351,10.0
High Fidelity,96734,1352,3.0
"Eerie, Indiana",4045,1576,10.0
Top of the Lake,46638,1357,4.0
Top of the Lake,46638,1358,10.0
Top of the Lake,46638,1357,4.0
Top of the Lake,46638,1358,10.0
Blue Lights,218344,1360,10.0
Blue Lights,218344,1594,10.0
Grace,120317,1594,7.0
Grace,120317,1594,7.0
Intersection,65566,1364,9.0
Gypsy,66939,1365,1.0
McDonald & Dodds,99962,1594,8.0
The Name of the Rose,86343,1367,5.0
Mrs Brown's Boys,34965,1542,9.0
Revenant,210702,1595,8.0
Mrs Brown's Boys,34965,1542,9.0
Revenant,210702,1595,8.0
Terrace House: Boys & Girls in the City,66647,1586,8.0
Merry Happy Whatever,94587,1542,8.0
History 101,102905,1586,4.0
Bad and Crazy,132979,1588,4.0
The World at War,751,1377,10.0
Dark Side of Comedy,205568,1378,9.0
"You're the Best, Lee Soon Shin",47084,1500,8.0
The North Water,86941,1559,9.0
Future-Worm!,107968,1456,5.0
Douluo Continent,112202,1383,10.0
Douluo Continent,112202,1383,10.0
Three Little Birds,237311,1594,8.0
Inspector Koo,129475,1588,6.0
Andi Mack,70540,1405,8.0
Andi Mack,70540,1405,8.0
Chief of Staff,89642,1588,5.0
Lovestruck in the City,113710,1500,10.0
Central Park,98198,1542,8.0
Central Park,98198,1391,5.0
The Upshaws,121509,1542,8.0
Tripping the Rift,4585,1395,7.0
The Upshaws,121509,1542,8.0
Tripping the Rift,4585,1395,7.0
No Good Nick,82578,1542,8.0
So Not Worth It,110545,1588,2.0
Fatmagul,44807,1399,10.0
Agency,203698,1455,9.0
Agency,203698,1455,9.0
Age of Samurai: Battle for Japan,93736,1402,9.0
Age of Samurai: Battle for Japan,93736,1515,9.0
SilverHawks,12504,1576,10.0
The Colour of Magic,5885,1405,7.0
The Vietnam War,46434,1541,9.0
The Irregulars,98187,1542,7.0
Deputy,89498,1576,1.0
The Irregulars,98187,1542,7.0
Deputy,89498,1576,1.0
Tidelands,83381,1436,5.0
The Secret Circle,37664,1436,8.0
The Secret Circle,37664,1436,8.0
The Bible,43899,1576,10.0
MH370: The Plane That Disappeared,220499,1594,10.0
Jirisan,110533,1425,8.0
Jirisan,110533,1425,8.0
Jirisan,110533,1588,3.0
Jirisan,110533,1425,8.0
Jirisan,110533,1425,8.0
Jirisan,110533,1588,3.0
Tinker Tailor Soldier Spy,35430,1594,7.0
Marlon,71887,1542,8.0
SAS: Rogue Heroes,93870,1595,4.0
Bloodlands,119191,1594,6.0
Bloodlands,119191,1595,5.0
The Hollow,79948,1542,7.0
Navillera,119464,1588,6.0
Kleo,206010,1595,3.0
The I-Land,90755,1436,8.0
Rookie Cops,126484,1588,2.0
Jeffrey Epstein: Filthy Rich,103506,1586,8.0
He-Man and the Masters of the Universe,3035,1542,8.0
Mr. Iglesias,88378,1542,9.0
The King of Legend,35278,1588,5.0
Safe,72792,1443,2.0
Safe,72792,1575,9.0
Mrs. America,83605,1445,8.0
Racket Boys,125437,1588,3.0
A League of Their Own,107005,1576,1.0
Warrior Baek Dong Soo,40016,1588,3.0
DNA,93286,1594,8.0
The Loudest Voice,80443,1541,8.0
The Loudest Voice,80443,1452,9.0
Divorce Attorney Shin,204241,1455,2.0
Detectorists,61828,1456,9.0
Divorce Attorney Shin,204241,1455,2.0
Detectorists,61828,1456,9.0
Alien TV,107422,1569,2.0
Fuuka,69284,1461,10.0
Terrace House: Aloha State,69864,1586,6.0
Devil in Ohio,133700,1595,3.0
Hot Girls Wanted: Turned On,71373,1464,7.0
One Foot In the Grave,4548,1594,10.0
One Foot In the Grave,4548,1594,10.0
Ghost Doctor,152471,1588,5.0
My Strange Hero,84464,1471,8.0
My Strange Hero,84464,1471,8.0
The Chelsea Detective,156240,1474,4.0
The Mechanism,76954,1475,7.0
Chicago Party Aunt,130077,1569,2.0
Adamas,205040,1595,8.0
The Looming Tower,70721,1541,8.0
Never Twice,94940,1588,4.0
Framed! A Sicilian Murder Mystery,154535,1569,2.0
Adventures of Superman,12662,1576,6.0
Let the Right One In,136735,1595,4.0
Let the Right One In,136735,1595,4.0
Thirty-Nine,131028,1588,4.0
Training Day,68000,1576,1.0
Baseball,19215,1576,1.0
Baseball,19215,1576,1.0
Chimera,96262,1588,4.0
The Devil Judge,119772,1595,6.0
Gu Family Book,47179,1500,10.0
The Shining,1867,1501,5.0
Gu Family Book,47179,1500,10.0
The Shining,1867,1501,5.0
Was It Love?,96161,1588,3.0
Brand New Cherry Flavor,129418,1569,4.0
Awkwafina is Nora From Queens,96231,1567,7.0
The Blue Whisper,136973,1506,8.0
Booba,81700,1569,2.0
Dispatches from Elsewhere,81241,1513,1.0
Dispatches from Elsewhere,81241,1515,8.0
Dispatches from Elsewhere,81241,1516,6.0
Dispatches from Elsewhere,81241,1517,5.0
Dispatches from Elsewhere,81241,1513,1.0
Dispatches from Elsewhere,81241,1515,8.0
Dispatches from Elsewhere,81241,1516,6.0
Dispatches from Elsewhere,81241,1517,5.0
The Kennedys,34531,1576,1.0
Bulgasal: Immortal Souls,137520,1588,4.0
The Serpent Queen,118189,1595,4.0
The Guest Book,72544,1522,6.0
My Bride is a Mermaid,56834,1524,4.0
She Would Never Know,113965,1588,3.0
Missing: The Other Side,106761,1595,7.0
The Kingdom of the Wind,38932,1588,3.0
Flowers in the Attic: The Origin,203728,1529,10.0
Flowers in the Attic: The Origin,203728,1529,10.0
Goodnight Sweetheart,5632,1542,7.0
Tear Along the Dotted Line,135918,1569,2.0
"Lee San, Wind in the Palace",15135,1588,5.0
"Lee San, Wind in the Palace",15135,1533,10.0
Somebody Feed Phil,76305,1586,8.0
Youth of May,119466,1588,4.0
The Brave,71714,1537,6.0
The Brave,71714,1537,6.0
GHOUL,80707,1538,3.0
Hanada Shounen-shi,43228,1539,10.0
Ashes to Ashes,1180,1540,10.0
The Disappearance,72744,1541,7.0
The Letter for the King,99356,1542,8.0
Silsila Badalte Rishton Ka,80540,1543,1.0
Ancient Apocalypse,212869,1544,6.0
Ancient Apocalypse,212869,1576,10.0
Sick Note,72313,1569,10.0
"Gwanggaeto, The Great Conqueror",39606,1588,4.0
Terrace House: Tokyo 2019-2020,88850,1586,6.0
Maigret,69533,1594,10.0
Maigret,69533,1594,10.0
The Pembrokeshire Murders,116500,1597,6.0
The Pembrokeshire Murders,116500,1594,7.0
Emma,18156,1594,10.0
My Unfamiliar Family,100941,1588,4.0
My Unfamiliar Family,100941,1588,4.0
Call Me Kat,113627,1558,1.0
Call Me Kat,113627,1558,1.0
Des,96628,1559,1.0
Jem,3127,1576,10.0
You Can't Do That on Television,3607,1561,8.0
"Hur Jun, The Original Story",57788,1588,5.0
Creature,47096,1564,10.0
Dalgliesh,137127,1594,7.0
Malibu Rescue: The Series,85958,1567,5.0
Bad Exorcist,114183,1569,2.0
The Lost Pirate Kingdom,118815,1569,2.0
The Adventures of Pete & Pete,2824,1570,10.0
Teenage Euthanasia,132922,1572,10.0
Teenage Euthanasia,132922,1572,10.0
The Long Shadow,231811,1574,7.0
The Stranded,95041,1575,8.0
Kevin (Probably) Saves the World,71725,1576,10.0
Terrace House: Opening New Doors,75814,1586,8.0
"At a Distance, Spring is Green",126436,1588,1.0
Floor Is Lava,104999,1586,2.0
Melancholia,127527,1588,3.0
Roadkill,111573,1583,9.0
Roadkill,111573,1583,9.0
One the Woman,129479,1588,4.0
One the Woman,129479,1588,4.0
Don't F**k with Cats: Hunting an Internet Killer,96129,1586,6.0
Mad Dog,74076,1588,4.0
Inspector Ricciardi,116179,1595,8.0
Inspector Ricciardi,116179,1595,8.0
Take Two,79928,1592,8.0
The Good Karma Hospital,70112,1594,10.0
The Shadow Line,37602,1597,7.0
The Shadow Line,37602,1597,7.0
